Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Dicofre_ParishCode_of_Public_Transportation,Demand_weight
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PAREDES,131011,0.000027
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0.000027
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PAREDES,131019,0.000027
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000025
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0.000024
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.000023
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000022
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.000017
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000013
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130608,0.00001
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130603,0.00001
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000008
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130620,0.000007
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,130414,0.000007
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130618,0.000006
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0.000006
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000006
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.000005
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000005
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.000005
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0.000003
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0.000003
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0.000003
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000003
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000003
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000002
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000001
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000001
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000001
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,111515,0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,111513,0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,AMADORA,111517,0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,TROFA,131806,0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,TROFA,131811,0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130613,0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,110728,0
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,131217,0.380782
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,131210,0.15966
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.12828
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,131202,0.070124
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130619,0.054146
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.051195
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130609,0.032153
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,131218,0.031671
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130601,0.02051
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.012533
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.009445
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,131211,0.006214
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,131203,0.006171
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,130408,0.005588
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130617,0.005277
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VALONGO,131503,0.004354
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,131216,0.002923
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.002012
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130608,0.001619
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,130413,0.001296
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.001222
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130616,0.001181
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.001054
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.00101
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,130415,0.000867
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.000805
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130620,0.000692
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.00065
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.000584
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.000489
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.000484
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.000477
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130618,0.000461
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.000457
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VALONGO,131505,0.000408
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.000351
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.00035
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VALONGO,131501,0.000325
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.000189
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.000188
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.00016
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000152
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.000151
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000145
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.000136
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000134
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.000112
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130603,0.000112
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.00011
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.000105
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LOURES,110726,0.00008
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000064
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.00005
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,TROFA,131811,0.000046
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,130613,0.000046
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.00003
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.000024
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000022
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,TROFA,131806,0.000021
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PAREDES,131001,0.000015
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000012
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VALONGO,131506,0.000009
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0.000008
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000007
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000005
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000005
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,TROFA,131809,0.000004
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA DO CONDE,131611,0.000004
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PAREDES,131013,0.000004
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0.000004
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PAREDES,131019,0.000004
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PAREDES,131011,0.000004
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000003
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.000003
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0.000002
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000001
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,130414,0.000001
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000001
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0.000001
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000001
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LOURES,110728,0
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.409841
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.272679
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,131217,0.126859
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,131210,0.074509
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.03676
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130619,0.020598
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,131216,0.018866
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.010314
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,131218,0.009734
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,131211,0.009462
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130609,0.002349
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,131202,0.002309
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130601,0.001258
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130617,0.000666
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.000641
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000368
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,131203,0.000348
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,130408,0.000268
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.000219
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130608,0.000169
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.000134
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.000122
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.000107
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.000106
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.000102
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.000096
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.000096
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.000096
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.000095
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.000089
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.000067
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.000064
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.000062
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130616,0.00006
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0.000053
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.000053
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,131503,0.000039
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130620,0.000037
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.000037
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.000036
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,131501,0.000025
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,130413,0.000025
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130618,0.000016
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.000016
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.000015
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.000013
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,131505,0.000012
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.000012
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000012
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000011
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.00001
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000009
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,130415,0.000009
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000007
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130603,0.000007
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.000005
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000005
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0.000003
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,130613,0.000003
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,TROFA,131811,0.000003
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,TROFA,131806,0.000003
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000001
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000001
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,131506,0.000001
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000001
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000001
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,131011,0.000001
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0.000001
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,131019,0.000001
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,131001,0.000001
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PAREDES,131013,0.000001
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000001
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,110661,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,AMADORA,111513,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,AMADORA,111517,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LOURES,110728,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130619,0.12251
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,131202,0.11782
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,131505,0.093906
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,131203,0.070568
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,130413,0.066919
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.05101
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.049839
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.048355
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.046898
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,131501,0.03939
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,130408,0.033128
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,131210,0.026812
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,131217,0.023536
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,131506,0.021395
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130601,0.018655
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,130412,0.018623
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.015106
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.01298
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.011372
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.009678
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.008954
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0.008526
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130608,0.006195
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.005973
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.005772
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.005612
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,131216,0.0048
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.004157
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130609,0.004031
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.003896
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.003862
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.003588
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.003479
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.003179
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.002398
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.002303
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130616,0.002209
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,131011,0.001834
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,131013,0.001834
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0.001834
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,131019,0.001834
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PAREDES,131001,0.001834
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,131211,0.001807
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.001533
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,131218,0.001506
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,131503,0.001082
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130618,0.001058
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000984
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130620,0.000964
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,130415,0.000775
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.00077
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.000639
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.000474
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000384
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130603,0.000277
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,130617,0.00026
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.000172
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.000172
